Instrument,Date,Price,PE,Y1_PE,Y2_PE,Forward_PE
.SPX,2010-08-13,1079.25,14.50449,12.7053,11.12459,11.730889726027396
.SPX,2010-08-20,1071.69,14.37197,12.621,11.05071,11.622897863013698
.SPX,2010-08-27,1064.59,14.26022,12.55167,10.98976,11.528939890410959
.SPX,2010-09-03,1104.51,14.78108,13.033,11.42085,11.946455068493151
.SPX,2010-09-10,1109.55,14.84835,13.09733,11.48353,11.978723424657534
.SPX,2010-09-17,1125.59,15.08607,13.30734,11.67812,12.146799726027398
.SPX,2010-09-24,1148.67,11.93688,13.09567,11.941,12.25102098630137
.SPX,2010-10-01,1146.24,15.37375,13.60137,11.92342,12.341758219178082
.SPX,2010-10-08,1165.15,15.62079,13.82592,12.12382,12.515536164383562
.SPX,2010-10-15,1176.19,15.73243,13.9344,12.22577,12.586220712328767
.SPX,2010-10-22,1183.08,15.38181,13.81876,12.30468,12.595051506849314
.SPX,2010-10-29,1183.26,15.18033,13.82131,12.31469,12.574736739726028
.SPX,2010-11-05,1225.85,15.66148,14.27673,12.75701,12.990172520547945
.SPX,2010-11-12,1199.21,15.34009,13.94883,12.48499,12.681505506849316
.SPX,2010-11-19,1199.73,15.31579,13.9515,12.48168,12.65080997260274
.SPX,2010-11-26,1189.4,15.14038,13.9506,12.35565,12.508590410958904
.SPX,2010-12-03,1224.71,15.54276,14.35961,12.72539,12.850754821917809
.SPX,2010-12-10,1240.4,15.70693,14.52394,12.87555,12.970388876712327
.SPX,2010-12-17,1243.91,15.79007,14.54706,12.8895,12.953077643835616
.SPX,2010-12-23,1256.77,15.93469,14.70383,13.00709,13.044278821917809
.SPX,2010-12-31,1257.64,15.93595,14.71335,13.0167,13.0167
.SPX,2011-01-07,1271.5,16.1578,13.16902,,13.16902
.SPX,2011-01-14,1293.24,16.28234,13.29434,,13.29434
.SPX,2011-01-21,1283.35,16.01607,13.12935,,13.12935
.SPX,2011-01-28,1276.34,15.80487,13.01632,,13.01632
.SPX,2011-02-04,1310.87,16.26506,13.3732,11.54024,13.197436712328768
.SPX,2011-02-11,1329.15,16.41222,13.56507,11.77234,13.358783260273974
.SPX,2011-02-18,1343.01,16.55415,13.6743,11.97304,13.445911671232876
.SPX,2011-02-25,1319.88,16.11726,13.42529,11.87949,13.188126164383561
.SPX,2011-03-04,1321.15,16.13016,13.42759,11.88181,13.160784136986301
.SPX,2011-03-11,1304.28,15.91346,13.2301,11.72505,12.941460273972602
.SPX,2011-03-18,1279.2,15.61883,12.94581,11.49009,12.638712904109589
.SPX,2011-03-25,1313.8,16.03119,13.29981,11.79219,12.95285087671233
.SPX,2011-04-01,1332.41,16.24436,13.5004,11.95638,13.115452547945207
.SPX,2011-04-08,1328.17,16.14676,13.4246,11.88068,13.01006805479452
.SPX,2011-04-15,1319.68,15.98518,13.26397,11.73852,12.825141917808219
.SPX,2011-04-21,1337.38,16.04086,13.41931,11.84212,12.939671397260273
.SPX,2011-04-29,1363.61,16.08872,13.56544,12.02287,13.06251991780822
.SPX,2011-05-06,1340.2,15.69815,13.29792,11.79074,12.777633205479452
.SPX,2011-05-13,1337.77,15.68865,13.26646,11.75665,12.716310054794521
.SPX,2011-05-20,1333.27,15.5919,13.19595,11.72627,12.63223712328767
.SPX,2011-05-27,1331.1,15.51034,13.16297,11.6986,12.573210027397261
.SPX,2011-06-03,1300.16,15.16427,12.86271,11.42917,12.257873945205478
.SPX,2011-06-10,1270.98,14.82598,12.57889,11.18235,11.962881945205478
.SPX,2011-06-17,1271.5,14.84259,12.59976,11.19812,11.954621589041096
.SPX,2011-06-24,1268.45,14.7916,12.56349,11.17189,11.896284520547946
.SPX,2011-07-01,1339.67,15.58619,13.27759,11.79639,12.53901904109589
.SPX,2011-07-08,1343.8,15.65743,13.36831,11.8613,12.587967835616439
.SPX,2011-07-15,1316.14,15.28718,13.13525,11.61563,12.31923487671233
.SPX,2011-07-22,1345.02,15.37451,13.37811,11.77459,12.486289287671234
.SPX,2011-07-29,1292.28,14.58449,12.80725,11.30776,11.944529726027397
.SPX,2011-08-05,1199.38,13.52089,11.84563,10.48716,11.037991671232877
.SPX,2011-08-12,1178.81,13.26828,11.65683,10.32038,10.836652465753424
.SPX,2011-08-19,1123.53,12.61359,11.14057,9.87073,10.33691783561644
.SPX,2011-08-26,1176.8,13.20239,11.6975,10.38224,10.839878410958903
.SPX,2011-09-02,1173.97,13.17295,11.67454,10.36987,10.798802602739727
.SPX,2011-09-09,1154.23,12.95296,11.48858,10.21603,10.609997534246576
.SPX,2011-09-16,1216.01,13.67403,12.17295,10.8348,11.223413424657533
.SPX,2011-09-23,1136.43,12.76435,11.38926,10.14882,10.485268109589041
.SPX,2011-09-30,1131.42,12.70784,11.35745,10.13153,10.44052901369863
.SPX,2011-10-07,1155.46,12.98214,11.60137,10.38839,10.670864794520547
.SPX,2011-10-14,1224.58,13.74259,12.35341,11.11691,11.381148356164385
.SPX,2011-10-21,1238.25,13.92785,12.43676,11.31356,11.532045479452055
.SPX,2011-10-28,1285.09,14.24472,12.9271,11.77209,11.974612301369863
.SPX,2011-11-04,1253.23,13.74609,12.59101,11.51368,11.681920575342467
.SPX,2011-11-11,1263.85,13.88556,12.67833,11.61018,11.756501917808219
.SPX,2011-11-18,1215.65,13.35893,12.23069,11.17737,11.301459753424657
.SPX,2011-11-25,1158.67,12.76764,11.8335,10.66551,10.78070901369863
.SPX,2011-12-02,1244.28,13.60088,12.67756,11.42403,11.523625534246577
.SPX,2011-12-09,1255.19,13.71981,12.78427,11.53636,11.611576493150686
.SPX,2011-12-16,1219.66,13.45634,12.48226,11.28541,11.334595616438357
.SPX,2011-12-23,1265.33,13.94504,12.94987,11.72898,11.755739232876712
.SPX,2011-12-30,1257.6,13.86017,12.87519,11.6619,11.665224082191779
.SPX,2012-01-06,1277.81,14.06765,11.86573,,11.86573
.SPX,2012-01-13,1289.09,14.21584,12.0052,,12.0052
.SPX,2012-01-20,1315.38,14.47514,12.29929,,12.29929
.SPX,2012-01-27,1316.33,14.23095,12.28606,,12.28606
.SPX,2012-02-03,1344.9,14.60192,12.58761,10.90808,12.431588087431694
.SPX,2012-02-10,1342.64,14.62816,12.58132,11.07297,12.412351830601093
.SPX,2012-02-17,1361.23,14.79729,12.75826,11.23386,12.55833868852459
.SPX,2012-02-24,1365.74,14.8739,12.801,11.39589,12.589849590163935
.SPX,2012-03-02,1369.63,15.00051,12.83791,11.45631,12.603868469945358
.SPX,2012-03-09,1370.87,15.00295,12.86131,11.46606,12.598271065573769
.SPX,2012-03-16,1404.17,17.64045,15.06594,13.45756,14.731959453551912
.SPX,2012-03-23,1397.11,17.62634,15.06464,13.42725,14.693319316939892
.SPX,2012-03-30,1408.47,17.76659,15.16041,13.55809,14.7663968852459
.SPX,2012-04-05,1398.08,17.78821,15.19033,13.56904,14.765073606557376
.SPX,2012-04-13,1370.26,17.45496,14.94829,13.34019,14.491343551912568
.SPX,2012-04-20,1378.53,17.39818,14.93773,13.32104,14.44742237704918
.SPX,2012-04-27,1403.36,15.13977,13.07603,11.70476,12.633926557377048
.SPX,2012-05-04,1369.1,14.66345,12.75422,11.43185,12.302590901639345
.SPX,2012-05-11,1353.39,14.4904,12.61384,11.29932,12.139750819672132
.SPX,2012-05-18,1295.22,13.86476,12.08258,10.82925,11.60658855191257
.SPX,2012-05-25,1317.82,14.11469,12.31177,11.02979,11.80037907103825
.SPX,2012-06-01,1278.04,13.68814,11.94438,10.6884,11.41933918032787
.SPX,2012-06-08,1325.66,14.19729,12.4305,11.15952,11.874880327868851
.SPX,2012-06-15,1342.84,14.38042,12.6065,11.31962,12.01931704918033
.SPX,2012-06-22,1335.02,14.28924,12.55949,11.24989,11.936893278688526
.SPX,2012-06-29,1362.16,14.54157,12.82405,11.51161,12.175001803278688
.SPX,2012-07-06,1354.68,14.46705,12.77256,11.45544,12.096006557377049
.SPX,2012-07-13,1356.78,14.49077,12.87615,11.56979,12.180138524590163
.SPX,2012-07-20,1362.66,14.56831,13.00696,11.64305,12.254200928961748
.SPX,2012-07-27,1385.97,14.82379,13.30768,11.91421,12.511955327868852
.SPX,2012-08-03,1390.99,14.79632,13.34066,11.96357,12.527951147540984
.SPX,2012-08-10,1405.87,14.95597,13.47371,12.0987,12.63593068306011
.SPX,2012-08-17,1418.16,15.07571,13.65533,12.17803,12.726972076502731
.SPX,2012-08-24,1411.13,15.05387,13.59593,12.13061,12.64707524590164
.SPX,2012-08-31,1406.58,15.00599,13.56307,12.09556,12.58473
.SPX,2012-09-07,1437.92,15.33016,13.8619,12.37234,12.840371147540983
.SPX,2012-09-14,1465.77,15.54412,14.1107,12.60648,13.050348196721309
.SPX,2012-09-21,1460.15,15.50205,14.05858,12.57256,12.982636557377049
.SPX,2012-09-28,1440.67,15.30522,13.85155,12.41294,12.782419071038252
.SPX,2012-10-05,1460.93,15.50188,14.04263,12.61754,12.956290901639345
.SPX,2012-10-12,1428.59,15.09829,13.73707,12.3443,12.648730601092897
.SPX,2012-10-19,1433.19,15.24033,13.78578,12.41816,12.690936666666666
.SPX,2012-10-26,1411.94,14.93812,13.64166,12.28718,12.531430491803278
.SPX,2012-11-02,1414.2,15.02583,13.64,12.3438,12.552750273224044
.SPX,2012-11-09,1379.85,14.67997,13.27259,12.07276,12.243227650273225
.SPX,2012-11-16,1359.88,14.49977,13.08183,11.9011,12.046271721311475
.SPX,2012-11-23,1409.15,15.02081,13.73425,12.33352,12.478950983606557
.SPX,2012-11-30,1416.18,15.09604,13.82552,12.40343,12.52388024590164
.SPX,2012-12-07,1418.07,15.10801,13.84458,12.41858,12.512088196721312
.SPX,2012-12-14,1413.58,14.98207,13.80765,12.38434,12.450450027322404
.SPX,2012-12-21,1430.15,15.14781,13.96787,12.54129,12.580267595628415
.SPX,2012-12-28,1402.43,14.84946,13.65783,12.29441,12.30558557377049
.SPX,2013-01-04,1466.47,15.45483,12.86227,,12.86227
.SPX,2013-01-11,1472.05,15.50177,12.91249,,12.91249
.SPX,2013-01-18,1485.98,15.59798,13.04906,,13.04906
.SPX,2013-01-25,1502.96,15.68664,13.23917,,13.23917
.SPX,2013-02-01,1513.17,15.88098,13.3476,11.80191,13.212087452054796
.SPX,2013-02-08,1517.93,15.72474,13.40538,11.92946,13.247678958904109
.SPX,2013-02-15,1519.79,15.83202,13.41704,12.08448,13.249100931506849
.SPX,2013-02-22,1515.6,16.55885709,13.38488,12.06465,13.193175369863015
.SPX,2013-03-01,1518.2,16.58596402,13.40839,12.19205,13.208443698630138
.SPX,2013-03-08,1551.18,16.40321,13.71314,12.46681,13.484361616438354
.SPX,2013-03-15,1560.7,16.5228,13.82801,12.55918,13.570767753424656
.SPX,2013-03-22,1556.89,16.47428,13.80136,12.53258,13.519795123287672
.SPX,2013-03-28,1569.19,16.60131,13.90132,12.63633,13.59980183561644
